Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
656,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34.0,1991,20,19,1755,19.5,0,0,0,0,0,0,8,0,0.7,0.7,0.1,0.8,0.00,0.04,14,69,1,11,0,0.0,0.56,0.00,0.00,,18.2,2,0,0,0.7,0.7,0.06,-0.7,-0.7,1488,1613,92.3,25789,8084,0,0.1,0.3,-0.1,3,81,1,1,69,1455,157,57,0,4,4,6,0,0,0,0,1488,22,14,14,6,2,31,48.4,16,24,18,6,22,44,83,1,16,0.82,14,0,0,1,1,0,2,0.10,1796,288,940,802,64,22,1796,5,4,80.0,0,0.0,1042,4942,2413,14,7,1,7,4,1217,1,8,0,0,10,7,1,4,22,14,1,1,0,86,40,24,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Maxime Dupé,fr FRA,GK,Nice,fr Ligue 1,32.0,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,31,39,79.5,790,539,0,0.0,0.0,0.0,0,0,0,0,0,34,5,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,41,32,41,0,0,0,41,0,0,,0,,25,106,68,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1.00,3,2,100.0,0,1,0,0,0.0,1,1,0,0,1.0,0.08,0.0,-0.02,3,10,30.0,35,5,17.1,27.5,12,1,8.3,0,0.00,11.2
658,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24.0,2001,14,8,699,7.8,2,1,3,2,0,0,0,0,2.2,2.2,0.9,3.1,0.39,0.40,5,14,49,17,7,41.2,2.19,0.90,0.12,0.29,14.7,0,0,0,2.2,2.2,0.13,-0.2,-0.2,121,181,66.9,1945,383,1,0.9,1.0,+0.1,2,6,6,0,14,174,6,0,2,2,4,0,0,0,0,0,121,9,7,6,1,2,9,22.2,7,4,0,4,3,12,7,0,8,1.03,7,0,0,1,0,0,3,0.39,261,9,41,106,117,28,261,15,4,26.7,9,60.0,144,605,232,5,2,7,16,7,181,49,0,0,0,11,7,6,4,3,7,0,0,0,27,9,9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Hugo Duro,es ESP,FW,Valencia,es La Liga,26.0,1999,18,11,1083,12.0,6,0,6,6,0,0,4,0,4.3,4.3,0.5,4.8,0.50,0.40,4,14,49,22,9,40.9,1.83,0.75,0.27,0.67,10.3,0,0,0,4.3,4.3,0.20,+1.7,+1.7,172,238,72.3,2286,331,0,0.5,0.6,-0.5,11,10,0,0,14,213,24,0,1,0,0,2,0,0,0,0,172,7,3,2,4,1,11,18.2,9,12,3,9,2,9,10,0,21,1.75,16,0,0,4,1,0,1,0.08,347,13,39,181,132,47,347,10,2,20.0,8,80.0,128,421,184,4,5,2,29,2,227,49,4,0,0,8,18,4,0,2,3,0,0,0,24,24,49,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,32.0,1993,15,10,910,10.1,1,1,2,1,0,1,0,0,3.7,2.9,2.5,5.4,0.20,0.61,25,57,85,30,11,36.7,2.97,1.09,0.03,0.09,18.4,5,0,1,3.7,2.9,0.10,-2.7,-1.9,374,501,74.7,6094,1675,1,2.5,2.7,-1.5,33,30,20,1,57,422,74,17,4,5,65,1,45,19,23,0,374,6,3,2,2,2,9,22.2,7,5,0,5,2,8,1,0,58,5.74,32,17,0,5,4,0,2,0.20,621,1,25,259,342,62,620,33,9,27.3,21,63.6,359,1727,669,25,16,12,32,16,471,85,0,0,0,10,21,1,65,2,3,0,0,0,40,8,10,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39.0,1986,11,2,244,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,0.00,0.25,3,8,15,4,1,25.0,1.48,0.37,0.00,0.00,11.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,61,82,74.4,894,139,0,0.4,0.1,-0.4,2,5,2,1,8,78,4,0,0,0,1,0,0,0,0,0,61,1,1,0,1,0,1,100.0,0,1,1,0,1,2,6,0,4,1.47,1,0,0,2,1,0,0,0.00,113,7,13,57,43,10,113,6,2,33.3,4,66.7,56,211,69,3,2,1,5,3,86,15,1,0,0,2,5,0,1,1,1,0,0,0,1,18,9,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Adam Dźwigała,pl POL,DF,St. Pauli,de Bundesliga,30.0,1995,9,6,589,6.5,1,0,1,1,0,0,3,0,0.1,0.1,0.2,0.3,0.15,0.04,2,25,4,2,1,50.0,0.31,0.15,0.50,1.00,13.8,0,0,0,0.1,0.1,0.04,+0.9,+0.9,266,319,83.4,4305,1893,0,0.2,0.1,-0.2,3,21,2,0,25,291,27,4,0,0,0,5,0,0,0,0,266,23,15,11,12,0,17,64.7,6,7,3,4,8,31,45,0,4,0.61,4,0,0,0,0,0,0,0.00,415,60,202,193,20,4,415,1,1,100.0,0,0.0,159,619,360,2,6,0,1,0,228,4,3,0,0,9,3,0,0,8,15,0,0,0,20,11,14,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Aron Dønnum,no NOR,"MF,DF",Toulouse,fr Ligue 1,27.0,1998,14,14,1246,13.8,3,2,5,0,3,3,5,0,3.5,1.1,3.0,4.1,0.14,0.47,39,79,73,16,4,25.0,1.16,0.29,0.00,0.00,20.8,1,3,3,3.5,1.1,0.07,-0.5,-1.1,407,571,71.3,8072,3197,2,3.0,3.3,-1.0,33,51,30,8,79,484,86,17,5,8,87,26,42,26,13,0,407,23,12,9,10,4,27,51.9,13,13,1,12,17,40,9,1,65,4.70,31,19,6,4,4,1,4,0.29,714,12,106,319,303,35,711,38,16,42.1,20,52.6,412,2617,1347,39,22,17,25,21,445,73,5,0,0,19,24,0,87,17,12,2,0,0,70,3,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,George Earthy,eng ENG,FW,West Ham,eng Premier League,21.0,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,3,3,100.0,55,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,3,0,0,1,2,1,3,0,0,,0,,2,9,8,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Younes Ebnoutalib,de GER,FW,Eint Frankfurt,de Bundesliga,22.0,2003,1,1,90,1.0,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.5,1.00,0.55,3,2,5,3,1,33.3,3.00,1.00,0.33,1.00,14.5,0,0,0,0.4,0.4,0.13,+0.6,+0.6,9,12,75.0,106,15,0,0.2,0.0,-0.2,2,0,2,0,2,10,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,3,3.00,2,0,0,0,1,0,0,0.00,30,1,4,15,13,4,30,2,0,0.0,2,100.0,15,86,42,3,2,1,4,3,18,5,0,0,0,2,2,0,0,1,0,0,0,0,2,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,21.0,2004,14,8,609,6.8,0,0,0,0,0,0,2,0,0.8,0.8,0.2,1.0,0.00,0.14,11,18,16,7,1,14.3,1.03,0.15,0.00,0.00,19.3,0,0,0,0.8,0.8,0.11,-0.8,-0.8,128,166,77.1,1761,305,0,0.2,0.2,-0.2,2,8,5,0,18,161,5,0,1,1,3,1,0,0,0,0,128,19,12,9,8,2,5,100.0,0,12,4,8,7,26,10,0,15,2.22,7,0,2,2,3,1,1,0.15,253,13,65,138,63,9,253,14,6,42.9,7,50.0,134,845,403,11,13,2,14,10,131,16,2,0,0,10,9,0,3,7,12,0,0,0,44,7,7,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,26.0,1999,2,1,54,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,26,30,86.7,506,229,0,0.0,0.0,0.0,0,3,1,0,4,29,1,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,,0,1,0,1,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,33,1,9,24,0,0,33,0,0,,0,,19,54,20,0,0,0,1,0,22,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Claudio Echeverri,ar ARG,"MF,DF",Leverkusen,de Bundesliga,20.0,2006,6,1,134,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.00,0.11,4,11,4,1,0,0.0,0.67,0.00,0.00,,11.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,73,82,89.0,1101,293,0,0.1,0.4,-0.1,1,5,5,0,11,69,13,4,0,0,6,3,3,2,0,0,73,1,1,1,0,0,1,0.0,1,4,1,3,1,2,0,0,3,2.01,2,1,0,0,0,0,0,0.00,97,1,19,43,38,3,97,5,1,20.0,4,80.0,59,365,202,4,4,1,2,4,70,4,0,0,0,0,2,0,6,1,1,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Éderson,br BRA,MF,Atalanta,it Serie A,26.0,1999,16,15,1187,13.2,0,0,0,0,0,0,1,0,1.6,1.6,0.7,2.3,0.00,0.17,19,86,35,18,4,22.2,1.36,0.30,0.00,0.00,19.7,0,0,0,1.6,1.6,0.09,-1.6,-1.6,728,819,88.9,13379,3409,0,0.7,0.9,-0.7,12,76,9,0,86,791,25,18,2,13,7,5,0,0,0,0,728,30,14,11,13,6,30,60.0,12,11,3,8,12,42,19,2,33,2.50,29,0,0,2,1,1,0,0.00,953,35,237,517,213,18,953,13,6,46.2,6,46.2,602,2867,1300,19,28,3,22,14,696,35,1,0,0,19,23,0,7,12,14,0,0,0,71,10,16,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,20.0,2005,10,2,230,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.00,0.29,14,4,25,6,3,50.0,2.35,1.17,0.00,0.00,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,45,67,67.2,723,167,0,0.4,0.6,-0.4,5,1,4,2,4,65,2,0,1,0,11,1,1,0,0,0,45,4,3,2,2,0,5,20.0,4,1,0,1,3,7,5,0,12,4.70,8,0,0,2,0,2,1,0.39,116,5,16,43,60,15,116,20,7,35.0,12,60.0,74,609,329,14,6,3,10,7,74,25,0,0,0,3,4,0,11,3,3,0,0,0,17,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,27.0,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,4,0,1,0,3,0,4,0,0,,0,,2,5,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,27.0,1998,14,13,862,9.6,7,2,9,6,1,1,1,0,4.8,4.0,0.7,4.7,0.84,0.57,10,20,43,20,13,65.0,2.09,1.36,0.30,0.46,12.5,1,1,1,4.8,4.0,0.20,+2.2,+2.0,118,150,78.7,1535,414,2,0.7,0.6,+1.3,7,10,7,0,20,135,15,0,2,0,1,0,0,0,0,0,118,5,4,2,1,2,11,18.2,9,8,2,6,1,6,16,0,24,2.51,15,0,4,2,3,0,4,0.42,251,19,34,125,97,33,250,17,8,47.1,7,41.2,128,734,312,10,7,5,25,21,175,43,1,0,0,13,10,4,1,1,4,1,0,0,17,16,15,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Marcus Edwards,eng ENG,"FW,MF",Burnley,eng Premier League,27.0,1998,11,3,403,4.5,0,2,2,0,0,0,0,0,0.7,0.7,1.9,2.6,0.45,0.57,22,24,44,10,2,20.0,2.23,0.45,0.00,0.00,20.4,3,0,0,0.7,0.7,0.07,-0.7,-0.7,126,155,81.3,1849,525,2,1.9,1.3,+0.1,14,13,9,2,24,149,6,1,2,0,12,1,4,1,0,0,126,3,1,0,1,2,10,10.0,9,0,0,0,0,3,2,0,28,6.24,21,2,3,1,1,0,3,0.67,211,2,15,90,112,23,211,25,7,28.0,16,64.0,150,1120,537,22,15,11,19,9,167,44,0,0,0,4,5,0,12,0,1,0,0,0,19,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,CJ Egan-Riley,eng ENG,DF,Marseille,fr Ligue 1,23.0,2003,9,6,487,5.4,0,0,0,0,0,0,0,1,0.0,0.0,0.7,0.7,0.00,0.13,3,29,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,424,458,92.6,7503,2607,0,0.7,0.4,-0.7,2,26,2,0,29,444,13,7,2,1,1,5,0,0,0,0,424,6,4,3,2,1,5,40.0,3,4,3,1,1,7,23,1,6,1.11,6,0,0,0,0,0,0,0.00,506,35,207,285,19,2,506,3,1,33.3,2,66.7,377,1808,1013,3,2,0,4,1,401,2,0,1,0,2,4,0,1,1,4,0,0,0,24,7,5,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,29.0,1996,16,16,1440,16.0,2,0,2,2,0,0,2,0,2.4,2.4,1.0,3.4,0.12,0.21,12,64,13,24,5,20.8,1.50,0.31,0.08,0.40,16.4,0,0,0,2.4,2.4,0.10,-0.4,-0.4,607,735,82.6,9492,2410,0,1.0,1.0,-1.0,10,61,6,0,64,709,24,15,1,0,8,9,0,0,0,0,607,38,20,17,18,3,28,75.0,7,15,7,8,16,54,25,2,30,1.87,23,1,0,5,1,0,0,0.00,904,30,183,559,166,33,904,8,4,50.0,3,37.5,401,2245,977,12,13,3,12,8,551,13,2,0,0,14,8,1,8,16,20,0,0,0,61,30,30,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,30.0,1995,16,6,588,6.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0.00,0.04,11,9,23,1,0,0.0,0.15,0.00,0.00,,13.7,0,0,0,0.1,0.1,0.12,-0.1,-0.1,164,232,70.7,2986,907,0,0.1,0.1,-0.1,2,10,2,1,9,176,55,2,0,0,19,53,0,0,0,0,164,11,7,6,5,0,8,87.5,1,5,0,5,3,14,24,0,7,1.07,6,0,0,0,1,0,1,0.15,302,18,88,127,90,7,302,7,2,28.6,5,71.4,141,635,289,11,10,4,7,5,155,23,2,0,0,14,12,0,19,3,7,0,1,0,28,3,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,28.0,1997,7,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0.00,0.11,7,11,6,3,1,33.3,1.50,0.50,0.00,0.00,21.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,82,94,87.2,1178,318,0,0.1,0.4,-0.1,1,9,2,0,11,89,5,4,1,0,0,0,0,0,0,0,82,4,3,1,2,1,5,20.0,4,0,0,0,2,6,3,0,4,2.00,1,0,2,1,0,0,0,0.00,116,3,12,74,31,5,116,5,2,40.0,2,40.0,87,466,212,7,2,0,4,4,91,6,1,0,0,3,5,1,0,2,3,0,0,0,7,6,6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Chidera Ejuke,ng NGA,"FW,MF",Sevilla,es La Liga,28.0,1998,12,4,390,4.3,1,1,2,1,0,0,0,0,1.0,1.0,1.1,2.1,0.46,0.47,16,19,44,10,1,10.0,2.31,0.23,0.10,1.00,18.4,0,0,0,1.0,1.0,0.10,0.0,0.0,132,159,83.0,2165,385,1,1.1,0.5,-0.1,6,12,11,1,19,158,1,0,2,4,6,1,0,0,0,0,132,7,5,3,2,2,3,100.0,0,2,0,2,3,10,1,0,20,4.60,12,0,6,1,1,0,2,0.46,235,1,24,109,108,17,235,46,25,54.3,18,39.1,163,1133,507,16,11,7,14,8,180,44,0,0,0,1,7,1,6,3,5,0,0,0,24,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27.0,1998,14,13,1162,12.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.00,0.03,2,24,3,5,1,20.0,0.39,0.08,0.00,0.00,12.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,402,476,84.5,7492,2518,0,0.1,0.3,-0.1,3,18,2,0,24,469,7,7,1,2,1,0,0,0,0,0,402,19,13,13,5,1,13,76.9,3,14,8,6,9,28,93,2,5,0.39,4,0,0,0,0,1,0,0.00,636,109,332,274,32,19,636,2,2,100.0,0,0.0,322,1569,807,2,3,0,5,2,354,3,0,0,0,5,3,2,1,9,13,0,0,0,31,38,25,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Jeff Ekhator,it ITA,FW,Genoa,it Serie A,19.0,2006,15,3,396,4.4,2,0,2,2,0,0,3,0,1.6,1.6,0.1,1.7,0.45,0.39,4,3,34,11,3,27.3,2.50,0.68,0.18,0.67,14.6,0,0,0,1.6,1.6,0.14,+0.4,+0.4,43,81,53.1,578,63,0,0.1,0.1,-0.1,3,2,0,0,3,76,3,0,0,0,3,1,0,0,0,0,43,2,1,1,0,1,4,25.0,3,1,0,1,1,3,2,0,8,1.82,5,0,0,1,2,0,1,0.23,134,1,12,59,63,25,134,11,3,27.3,7,63.6,78,388,127,4,0,4,13,9,108,34,3,0,0,11,12,6,3,1,1,1,0,0,8,10,23,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23.0,2002,18,13,1132,12.6,8,2,10,8,0,0,0,0,5.8,5.8,1.5,7.3,0.80,0.58,29,12,78,39,11,28.2,3.10,0.87,0.21,0.73,15.0,0,0,0,5.8,5.8,0.15,+2.2,+2.2,189,261,72.4,2214,379,2,1.5,1.2,+0.5,11,5,6,0,12,254,7,0,1,0,7,0,0,0,0,0,189,7,4,2,4,1,2,50.0,1,7,2,5,1,8,19,0,33,2.62,17,0,7,8,0,1,7,0.56,416,18,30,150,241,66,416,42,23,54.8,18,42.9,247,1274,652,29,19,15,28,18,302,78,0,0,0,21,7,7,7,1,4,0,0,0,25,21,36,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,25.0,2000,16,13,1033,11.5,2,0,2,2,0,0,0,0,3.0,3.0,1.4,4.4,0.17,0.38,23,29,47,18,7,38.9,1.57,0.61,0.11,0.29,20.2,2,0,0,3.0,3.0,0.17,-1.0,-1.0,252,350,72.0,3606,790,0,1.4,1.3,-1.4,17,24,5,0,29,326,20,5,1,0,22,8,7,7,0,0,252,22,14,5,14,3,7,42.9,4,14,2,12,9,31,20,0,30,2.61,20,3,1,2,1,3,4,0.35,470,21,85,212,180,30,470,13,7,53.8,5,38.5,253,1309,734,23,13,3,13,10,269,47,0,0,0,12,10,0,22,9,14,1,0,0,47,8,16,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,22.0,2003,17,12,1108,12.3,0,0,0,0,0,0,2,0,0.7,0.7,0.9,1.7,0.00,0.14,32,31,42,6,3,50.0,0.49,0.24,0.00,0.00,9.5,0,0,0,0.7,0.7,0.14,-0.7,-0.7,402,525,76.6,5908,2357,0,0.9,0.8,-0.9,10,17,10,6,31,419,103,6,1,0,33,97,0,0,0,0,402,38,22,22,13,3,24,79.2,5,31,3,28,19,57,27,1,19,1.54,16,0,0,2,0,1,0,0.00,696,28,245,309,151,16,696,14,5,35.7,9,64.3,313,1724,991,32,16,4,24,9,357,42,2,0,0,15,15,1,33,19,22,0,1,0,63,14,11,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,31.0,1994,16,3,515,5.7,1,1,2,1,0,0,0,0,1.4,1.4,0.8,2.2,0.35,0.39,8,9,27,14,4,28.6,2.45,0.70,0.07,0.25,14.4,0,0,0,1.4,1.4,0.10,-0.4,-0.4,60,88,68.2,882,187,1,0.8,0.7,+0.2,8,3,2,1,9,81,6,0,0,1,4,0,1,0,0,0,60,0,0,0,0,0,2,0.0,2,2,0,2,3,3,3,0,17,2.97,12,1,0,3,1,0,3,0.52,163,6,11,67,88,21,163,15,5,33.3,9,60.0,97,492,165,8,3,5,21,11,123,27,0,0,0,9,18,3,4,3,0,0,0,0,22,14,13,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Anthony Elanga,se SWE,"FW,MF",Newcastle Utd,eng Premier League,23.0,2002,17,7,684,7.6,0,1,1,0,0,0,0,0,1.1,1.1,1.1,2.2,0.13,0.29,29,19,98,9,3,33.3,1.18,0.39,0.00,0.00,17.3,0,0,0,1.1,1.1,0.13,-1.1,-1.1,203,295,68.8,2798,775,1,1.1,0.5,-0.1,8,13,11,5,19,280,15,0,1,0,47,8,6,2,3,0,203,6,6,3,3,0,11,36.4,7,2,0,2,1,7,6,0,17,2.23,13,0,0,2,1,1,2,0.26,373,6,38,129,209,28,373,25,4,16.0,19,76.0,249,1451,637,29,12,9,17,14,295,98,0,0,0,3,10,0,47,1,6,0,0,0,15,6,11,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,28.0,1997,12,10,880,9.8,0,0,0,0,0,0,4,1,0.1,0.1,0.3,0.3,0.00,0.03,8,25,5,2,1,50.0,0.20,0.10,0.00,0.00,18.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,480,506,94.9,8465,2421,0,0.3,0.4,-0.3,2,13,0,0,25,475,30,21,0,3,0,0,0,0,0,0,480,15,9,6,9,0,9,66.7,3,14,6,8,14,29,42,0,9,0.92,7,0,0,0,0,2,1,0.10,614,50,247,350,22,3,614,4,2,50.0,1,25.0,397,2096,1088,8,6,1,11,4,426,5,4,1,1,13,11,0,0,14,9,0,1,0,24,10,13,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Unai Elgezabal,es ESP,"DF,MF",Levante,es La Liga,32.0,1993,11,11,932,10.4,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,0.00,0.08,1,13,1,2,0,0.0,0.19,0.00,0.00,,5.2,0,0,0,0.6,0.6,0.32,-0.6,-0.6,334,396,84.3,6270,2780,0,0.2,0.4,-0.2,2,14,0,0,13,383,10,9,1,0,0,0,0,0,0,0,334,8,4,4,4,0,12,41.7,7,21,16,5,3,11,67,1,7,0.68,7,0,0,0,0,0,0,0.00,510,101,299,191,22,10,510,0,0,,0,,256,953,510,1,1,0,3,0,302,1,2,0,0,11,5,0,0,3,4,0,1,1,27,30,12,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Mikael Ellertsson,is ISL,"DF,FW",Genoa,it Serie A,23.0,2002,18,13,1214,13.5,1,1,2,1,0,0,1,0,1.6,1.6,1.2,2.8,0.15,0.21,16,25,43,12,5,41.7,0.89,0.37,0.08,0.20,16.8,0,0,0,1.6,1.6,0.13,-0.6,-0.6,231,317,72.9,3678,1314,1,1.2,1.1,-0.2,8,7,6,2,25,269,48,7,0,0,13,37,3,1,1,0,231,18,11,10,7,1,19,63.2,7,20,3,17,9,27,22,0,23,1.71,13,1,1,3,5,0,1,0.07,455,15,129,188,143,23,455,19,4,21.1,12,63.2,195,883,477,16,5,5,21,6,235,43,1,0,0,12,21,1,13,9,11,1,0,0,32,6,15,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,22.0,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,4,8,50.0,52,7,0,0.0,0.0,0.0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,9,0,0,5,4,0,9,1,0,0.0,1,100.0,5,21,4,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
